index,target,tags,irrelevant_tags
6303,1,white,white
10384,0,white,white
6494,1,white,white
2654,0,black,black
9964,1,white,white
3612,0,black,black
10603,0,white,white
1177,0,black,black
9316,1,white,white
412,0,black,black
10023,1,white,white
7181,1,white,white
3780,0,black,black
5579,1,white,white
6639,1,white,white
7894,1,white,white
5497,1,white,white
855,0,black,black
9297,1,white,white
10501,0,white,white
1945,0,black,black
796,0,black,black
10585,0,white,white
9042,1,white,white
2405,0,black,black
4128,0,black,black
5728,1,white,white
365,0,black,black
7427,1,white,white
6982,1,white,white
6300,1,white,white
1787,0,black,black
8614,1,white,white
6226,1,white,white
6713,1,white,white
1357,0,black,black
3545,0,black,black
3521,0,black,black
4703,1,black,black
6143,1,white,white
9117,1,white,white
7923,1,white,white
3171,0,black,black
10250,0,white,white
3799,0,black,black
8121,1,white,white
4895,1,white,white
1291,0,black,black
8553,1,white,white
6025,1,white,white
7482,1,white,white
882,0,black,black
6625,1,white,white
8133,1,white,white
4970,1,white,white
5759,1,white,white
5152,1,white,white
8539,1,white,white
6696,1,white,white
7504,1,white,white
3423,0,black,black
8520,1,white,white
3461,0,black,black
1196,0,black,black
7338,1,white,white
3984,0,black,black
7257,1,white,white
9832,1,white,white
5538,1,white,white
9648,1,white,white
5501,1,white,white
3514,0,black,black
1706,0,black,black
9194,1,white,white
9151,1,white,white
4759,1,black,black
7575,1,white,white
8477,1,white,white
5675,1,white,white
8134,1,white,white
5613,1,white,white
8649,1,white,white
2281,0,black,black
10510,0,white,white
3501,0,black,black
9171,1,white,white
5681,1,white,white
5870,1,white,white
5734,1,white,white
1022,0,black,black
8122,1,white,white
2403,0,black,black
2115,0,black,black
2459,0,black,black
2073,0,black,black
9100,1,white,white
2867,0,black,black
8222,1,white,white
8014,1,white,white
6912,1,white,white
9853,1,white,white
10207,0,white,white
2826,0,black,black
3360,0,black,black
10456,0,white,white
4757,1,black,black
8579,1,white,white
7762,1,white,white
2212,0,black,black
6140,1,white,white
5530,1,white,white
5138,1,white,white
3065,0,black,black
1764,0,black,black
3396,0,black,black
10286,0,white,white
8622,1,white,white
10190,0,white,white
5084,1,white,white
8493,1,white,white
8007,1,white,white
9826,1,white,white
10154,0,white,white
9836,1,white,white
2152,0,black,black
9946,1,white,white
9253,1,white,white
4710,1,black,black
1416,0,black,black
8450,1,white,white
2520,0,black,black
3576,0,black,black
4904,1,white,white
6465,1,white,white
6782,1,white,white
1663,0,black,black
2077,0,black,black
7672,1,white,white
2930,0,black,black
4108,0,black,black
10266,0,white,white
5930,1,white,white
2044,0,black,black
5578,1,white,white
2649,0,black,black
5602,1,white,white
4034,0,black,black
2491,0,black,black
1500,0,black,black
3185,0,black,black
5272,1,white,white
9570,1,white,white
2242,0,black,black
2492,0,black,black
4296,0,black,black
9268,1,white,white
3936,0,black,black
278,0,black,black
9561,1,white,white
1504,0,black,black
6161,1,white,white
1144,0,black,black
9538,1,white,white
5487,1,white,white
1185,0,black,black
7882,1,white,white
8325,1,white,white
2959,0,black,black
10500,0,white,white
9851,1,white,white
9706,1,white,white
5672,1,white,white
7508,1,white,white
7819,1,white,white
9486,1,white,white
3511,0,black,black
5899,1,white,white
3300,0,black,black
2582,0,black,black
2772,0,black,black
1347,0,black,black
4305,0,black,black
4987,1,white,white
5817,1,white,white
832,0,black,black
590,0,black,black
5351,1,white,white
4189,0,black,black
2525,0,black,black
3555,0,black,black
925,0,black,black
4090,0,black,black
4889,1,white,white
9192,1,white,white
10342,0,white,white
2479,0,black,black
6689,1,white,white
555,0,black,black
1369,0,black,black
5993,1,white,white
2725,0,black,black
2585,0,black,black
4288,0,black,black
9941,1,white,white
10318,0,white,white
8639,1,white,white
224,0,black,black
7287,1,white,white
2811,0,black,black
3900,0,black,black
2767,0,black,black
6353,1,white,white
4776,1,black,black
2868,0,black,black
1521,0,black,black
6758,1,white,white
400,0,black,black
5686,1,white,white
5894,1,white,white
9974,1,white,white
1474,0,black,black
10135,0,white,white
7383,1,white,white
9179,1,white,white
6561,1,white,white
4053,0,black,black
2173,0,black,black
6770,1,white,white
511,0,black,black
1620,0,black,black
10574,0,white,white
7877,1,white,white
6965,1,white,white
334,0,black,black
2434,0,black,black
6252,1,white,white
5534,1,white,white
7942,1,white,white
1506,0,black,black
417,0,black,black
7788,1,white,white
7150,1,white,white
3468,0,black,black
10553,0,white,white
4715,1,black,black
10281,0,white,white
5802,1,white,white
3487,0,black,black
1713,0,black,black
2464,0,black,black
10640,0,white,white
4954,1,white,white
3991,0,black,black
9959,1,white,white
9064,1,white,white
6839,1,white,white
9797,1,white,white
9046,1,white,white
2785,0,black,black
8816,1,white,white
1057,0,black,black
1406,0,black,black
1460,0,black,black
9788,1,white,white
8043,1,white,white
2121,0,black,black
9566,1,white,white
10110,1,white,white
6462,1,white,white
9405,1,white,white
3055,0,black,black
9258,1,white,white
2846,0,black,black
6591,1,white,white
7723,1,white,white
9511,1,white,white
3079,0,black,black
7490,1,white,white
8353,1,white,white
5829,1,white,white
2499,0,black,black
5650,1,white,white
6331,1,white,white
298,0,black,black
3828,0,black,black
1481,0,black,black
669,0,black,black
9351,1,white,white
6060,1,white,white
5774,1,white,white
506,0,black,black
2018,0,black,black
7206,1,white,white
8393,1,white,white
9207,1,white,white
4322,0,black,black
3210,0,black,black
4121,0,black,black
2345,0,black,black
7347,1,white,white
6108,1,white,white
754,0,black,black
3083,0,black,black
6948,1,white,white
5643,1,white,white
5112,1,white,white
5160,1,white,white
9762,1,white,white
10657,0,white,white
10058,1,white,white
4637,1,black,black
2758,0,black,black
5673,1,white,white
10638,0,white,white
1907,0,black,black
2693,0,black,black
9070,1,white,white
10605,0,white,white
5473,1,white,white
3012,0,black,black
10045,1,white,white
8502,1,white,white
4823,1,white,white
8745,1,white,white
836,0,black,black
0,0,black,black
2476,0,black,black
6328,1,white,white
513,0,black,black
4369,1,black,black
1798,0,black,black
7876,1,white,white
2596,0,black,black
1005,0,black,black
8179,1,white,white
570,0,black,black
9432,1,white,white
1979,0,black,black
1050,0,black,black
933,0,black,black
5145,1,white,white
5741,1,white,white
6565,1,white,white
778,0,black,black
5698,1,white,white
7578,1,white,white
8168,1,white,white
8417,1,white,white
4925,1,white,white
1832,0,black,black
8773,1,white,white
7535,1,white,white
2516,0,black,black
7433,1,white,white
9658,1,white,white
6898,1,white,white
553,0,black,black
4427,1,black,black
4669,1,black,black
538,0,black,black
8145,1,white,white
1394,0,black,black
8727,1,white,white
2446,0,black,black
8923,1,white,white
7518,1,white,white
6327,1,white,white
6803,1,white,white
4944,1,white,white
5466,1,white,white
10655,0,white,white
4448,1,black,black
7208,1,white,white
2087,0,black,black
5468,1,white,white
6881,1,white,white
8503,1,white,white
8252,1,white,white
10218,0,white,white
7111,1,white,white
10481,0,white,white
5769,1,white,white
2188,0,black,black
10499,0,white,white
10520,0,white,white
10251,0,white,white
8684,1,white,white
3116,0,black,black
7224,1,white,white
3928,0,black,black
3466,0,black,black
279,0,black,black
6368,1,white,white
10549,0,white,white
6279,1,white,white
4273,0,black,black
5242,1,white,white
2120,0,black,black
10268,0,white,white
5436,1,white,white
9013,1,white,white
389,0,black,black
9814,1,white,white
863,0,black,black
9002,1,white,white
4472,1,black,black
4124,0,black,black
6924,1,white,white
7930,1,white,white
6904,1,white,white
4202,0,black,black
7350,1,white,white
4242,0,black,black
6179,1,white,white
6878,1,white,white
1472,0,black,black
5382,1,white,white
10040,1,white,white
461,0,black,black
3867,0,black,black
5412,1,white,white
8733,1,white,white
150,0,black,black
9753,1,white,white
6296,1,white,white
1164,0,black,black
10008,1,white,white
808,0,black,black
9982,1,white,white
8820,1,white,white
1047,0,black,black
3830,0,black,black
3550,0,black,black
492,0,black,black
10273,0,white,white
1444,0,black,black
3406,0,black,black
7802,1,white,white
2618,0,black,black
6091,1,white,white
2264,0,black,black
8433,1,white,white
170,0,black,black
4632,1,black,black
5583,1,white,white
7167,1,white,white
1306,0,black,black
7168,1,white,white
226,0,black,black
428,0,black,black
3700,0,black,black
3341,0,black,black
6594,1,white,white
3637,0,black,black
8031,1,white,white
830,0,black,black
1664,0,black,black
4352,0,black,black
7337,1,white,white
3169,0,black,black
1174,0,black,black
1390,0,black,black
10146,0,white,white
988,0,black,black
1465,0,black,black
7365,1,white,white
6939,1,white,white
2671,0,black,black
4209,0,black,black
2549,0,black,black
1931,0,black,black
5854,1,white,white
720,0,black,black
10541,0,white,white
4690,1,black,black
2837,0,black,black
7290,1,white,white
715,0,black,black
752,0,black,black
95,0,black,black
8720,1,white,white
1961,0,black,black
9613,1,white,white
5224,1,white,white
9760,1,white,white
6699,1,white,white
10558,0,white,white
1188,0,black,black
1969,0,black,black
1836,0,black,black
4825,1,white,white
10144,0,white,white
5189,1,white,white
6029,1,white,white
8837,1,white,white
3456,0,black,black
5756,1,white,white
5762,1,white,white
4241,0,black,black
6218,1,white,white
7808,1,white,white
7927,1,white,white
5118,1,white,white
7861,1,white,white
323,0,black,black
6067,1,white,white
1732,0,black,black
10649,0,white,white
178,0,black,black
1430,0,black,black
3244,0,black,black
5437,1,white,white
8150,1,white,white
5548,1,white,white
233,0,black,black
8507,1,white,white
2544,0,black,black
7746,1,white,white
7263,1,white,white
7989,1,white,white
1872,0,black,black
322,0,black,black
4692,1,black,black
8178,1,white,white
10033,1,white,white
10087,1,white,white
4430,1,black,black
8675,1,white,white
3792,0,black,black
9236,1,white,white
1514,0,black,black
7093,1,white,white
5383,1,white,white
9506,1,white,white
8859,1,white,white
3589,0,black,black
4794,1,black,black
7937,1,white,white
3833,0,black,black
10133,0,white,white
1257,0,black,black
7484,1,white,white
7248,1,white,white
10495,0,white,white
2343,0,black,black
7903,1,white,white
7058,1,white,white
8665,1,white,white
8489,1,white,white
10168,0,white,white
7077,1,white,white
5620,1,white,white
6435,1,white,white
6687,1,white,white
2075,0,black,black
4284,0,black,black
1309,0,black,black
1135,0,black,black
3298,0,black,black
8781,1,white,white
4064,0,black,black
6498,1,white,white
7301,1,white,white
1568,0,black,black
8939,1,white,white
7396,1,white,white
1391,0,black,black
10429,0,white,white
4135,0,black,black
543,0,black,black
2813,0,black,black
7184,1,white,white
6691,1,white,white
7092,1,white,white
9683,1,white,white
5679,1,white,white
3165,0,black,black
4212,0,black,black
9053,1,white,white
9593,1,white,white
9692,1,white,white
4701,1,black,black
7021,1,white,white
7259,1,white,white
3249,0,black,black
4182,0,black,black
4678,1,black,black
3933,0,black,black
194,0,black,black
8119,1,white,white
3193,0,black,black
7740,1,white,white
10485,0,white,white
5234,1,white,white
1183,0,black,black
9230,1,white,white
5236,1,white,white
9787,1,white,white
10289,0,white,white
6372,1,white,white
1591,0,black,black
9173,1,white,white
9972,1,white,white
6026,1,white,white
4867,1,white,white
5504,1,white,white
4864,1,white,white
6555,1,white,white
8439,1,white,white
6610,1,white,white
4145,0,black,black
2433,0,black,black
3836,0,black,black
7007,1,white,white
10643,0,white,white
8463,1,white,white
8021,1,white,white
5193,1,white,white
731,0,black,black
568,0,black,black
3328,0,black,black
4436,1,black,black
2404,0,black,black
65,0,black,black
9111,1,white,white
9036,1,white,white
2148,0,black,black
4691,1,black,black
7674,1,white,white
5374,1,white,white
8974,1,white,white
6401,1,white,white
8552,1,white,white
125,0,black,black
6583,1,white,white
1413,0,black,black
6700,1,white,white
9806,1,white,white
10569,0,white,white
8078,1,white,white
6322,1,white,white
5761,1,white,white
1378,0,black,black
207,0,black,black
9775,1,white,white
2900,0,black,black
634,0,black,black
1642,0,black,black
6334,1,white,white
4184,0,black,black
7795,1,white,white
9038,1,white,white
5563,1,white,white
878,0,black,black
9364,1,white,white
3113,0,black,black
1868,0,black,black
6007,1,white,white
2881,0,black,black
5461,1,white,white
5876,1,white,white
7449,1,white,white
5287,1,white,white
6142,1,white,white
7386,1,white,white
1160,0,black,black
4856,1,white,white
710,0,black,black
6021,1,white,white
10148,0,white,white
8514,1,white,white
6344,1,white,white
7690,1,white,white
4344,0,black,black
9757,1,white,white
1205,0,black,black
2656,0,black,black
7376,1,white,white
10,0,black,black
6461,1,white,white
2406,0,black,black
2101,0,black,black
8116,1,white,white
6151,1,white,white
9357,1,white,white
7448,1,white,white
163,0,black,black
4814,1,white,white
8120,1,white,white
2064,0,black,black
2731,0,black,black
1991,0,black,black
4048,0,black,black
10335,0,white,white
6640,1,white,white
1080,0,black,black
3695,0,black,black
5818,1,white,white
7193,1,white,white
5376,1,white,white
8599,1,white,white
7513,1,white,white
6282,1,white,white
7162,1,white,white
2882,0,black,black
9376,1,white,white
5831,1,white,white
741,0,black,black
2792,0,black,black
10051,1,white,white
9210,1,white,white
7733,1,white,white
1583,0,black,black
8289,1,white,white
10346,0,white,white
1011,0,black,black
2198,0,black,black
3524,0,black,black
6679,1,white,white
1555,0,black,black
3059,0,black,black
10108,1,white,white
6852,1,white,white
8012,1,white,white
348,0,black,black
6228,1,white,white
6763,1,white,white
4947,1,white,white
1818,0,black,black
4386,1,black,black
5168,1,white,white
2419,0,black,black
88,0,black,black
5276,1,white,white
7952,1,white,white
3005,0,black,black
4368,1,black,black
4362,1,black,black
3316,0,black,black
439,0,black,black
6244,1,white,white
5935,1,white,white
2304,0,black,black
8683,1,white,white
1916,0,black,black
379,0,black,black
10392,0,white,white
617,0,black,black
4158,0,black,black
8644,1,white,white
7835,1,white,white
5879,1,white,white
10216,0,white,white
6260,1,white,white
2103,0,black,black
7209,1,white,white
3220,0,black,black
9655,1,white,white
954,0,black,black
7900,1,white,white
8190,1,white,white
2860,0,black,black
656,0,black,black
8846,1,white,white
2025,0,black,black
5510,1,white,white
5215,1,white,white
188,0,black,black
8559,1,white,white
2001,0,black,black
5495,1,white,white
10462,0,white,white
9021,1,white,white
8897,1,white,white
9403,1,white,white
7594,1,white,white
1749,0,black,black
6702,1,white,white
4016,0,black,black
6633,1,white,white
3101,0,black,black
2415,0,black,black
10141,0,white,white
3825,0,black,black
9810,1,white,white
6054,1,white,white
6224,1,white,white
5126,1,white,white
772,0,black,black
4931,1,white,white
1280,0,black,black
2530,0,black,black
2958,0,black,black
2142,0,black,black
1743,0,black,black
6643,1,white,white
913,0,black,black
798,0,black,black
3494,0,black,black
9624,1,white,white
9340,1,white,white
5413,1,white,white
4796,1,black,black
3578,0,black,black
98,0,black,black
10532,0,white,white
9308,1,white,white
5512,1,white,white
7246,1,white,white
4659,1,black,black
9115,1,white,white
6728,1,white,white
4623,1,black,black
3155,0,black,black
1026,0,black,black
2625,0,black,black
7046,1,white,white
1486,0,black,black
2879,0,black,black
4914,1,white,white
828,0,black,black
6436,1,white,white
4982,1,white,white
4297,0,black,black
2885,0,black,black
2265,0,black,black
4590,1,black,black
1940,0,black,black
1923,0,black,black
2801,0,black,black
4217,0,black,black
4423,1,black,black
187,0,black,black
990,0,black,black
5053,1,white,white
1691,0,black,black
9059,1,white,white
5765,1,white,white
9981,1,white,white
9993,1,white,white
9184,1,white,white
7953,1,white,white
2558,0,black,black
3669,0,black,black
6387,1,white,white
5002,1,white,white
4951,1,white,white
3611,0,black,black
598,0,black,black
5161,1,white,white
5169,1,white,white
6249,1,white,white
1344,0,black,black
9485,1,white,white
627,0,black,black
5059,1,white,white
3480,0,black,black
2133,0,black,black
8680,1,white,white
7020,1,white,white
7852,1,white,white
9136,1,white,white
3896,0,black,black
6145,1,white,white
5301,1,white,white
4167,0,black,black
5948,1,white,white
2981,0,black,black
5541,1,white,white
6604,1,white,white
6074,1,white,white
84,0,black,black
1161,0,black,black
90,0,black,black
168,0,black,black
9520,1,white,white
9604,1,white,white
7315,1,white,white
3062,0,black,black
6786,1,white,white
10445,0,white,white
9731,1,white,white
157,0,black,black
6453,1,white,white
7487,1,white,white
3058,0,black,black
4270,0,black,black
6157,1,white,white
10538,0,white,white
9931,1,white,white
10181,0,white,white
6986,1,white,white
8881,1,white,white
9754,1,white,white
4684,1,black,black
8758,1,white,white
4170,0,black,black
6880,1,white,white
8474,1,white,white
10305,0,white,white
6269,1,white,white
7323,1,white,white
9304,1,white,white
10615,0,white,white
8331,1,white,white
1987,0,black,black
5115,1,white,white
1882,0,black,black
681,0,black,black
1399,0,black,black
4770,1,black,black
1010,0,black,black
3940,0,black,black
4360,0,black,black
920,0,black,black
6434,1,white,white
6053,1,white,white
4916,1,white,white
6251,1,white,white
9039,1,white,white
4953,1,white,white
1575,0,black,black
1223,0,black,black
8909,1,white,white
426,0,black,black
1049,0,black,black
6998,1,white,white
1900,0,black,black
7640,1,white,white
10582,0,white,white
5344,1,white,white
4820,1,white,white
3218,0,black,black
9745,1,white,white
10460,0,white,white
6541,1,white,white
10539,0,white,white
2160,0,black,black
10568,0,white,white
8805,1,white,white
8447,1,white,white
6349,1,white,white
10505,0,white,white
2528,0,black,black
112,0,black,black
8629,1,white,white
4439,1,black,black
6887,1,white,white
9646,1,white,white
769,0,black,black
8299,1,white,white
6627,1,white,white
1431,0,black,black
5555,1,white,white
7368,1,white,white
7715,1,white,white
6743,1,white,white
906,0,black,black
2139,0,black,black
3745,0,black,black
1831,0,black,black
10614,0,white,white
4453,1,black,black
1763,0,black,black
5339,1,white,white
414,0,black,black
3811,0,black,black
4079,0,black,black
3046,0,black,black
2090,0,black,black
6395,1,white,white
9450,1,white,white
459,0,black,black
10575,0,white,white
2119,0,black,black
3121,0,black,black
696,0,black,black
4625,1,black,black
1517,0,black,black
4671,1,black,black
7470,1,white,white
5000,1,white,white
4055,0,black,black
9903,1,white,white
8191,1,white,white
9413,1,white,white
7556,1,white,white
1594,0,black,black
5872,1,white,white
9077,1,white,white
7977,1,white,white
6705,1,white,white
4942,1,white,white
1547,0,black,black
6324,1,white,white
3512,0,black,black
8174,1,white,white
5776,1,white,white
5281,1,white,white
9166,1,white,white
9984,1,white,white
3765,0,black,black
10062,1,white,white
2336,0,black,black
2936,0,black,black
4258,0,black,black
2221,0,black,black
3994,0,black,black
7324,1,white,white
3486,0,black,black
1086,0,black,black
2333,0,black,black
1704,0,black,black
663,0,black,black
4755,1,black,black
7452,1,white,white
5777,1,white,white
3195,0,black,black
8792,1,white,white
3011,0,black,black
8128,1,white,white
5796,1,white,white
7727,1,white,white
10079,1,white,white
343,0,black,black
2617,0,black,black
314,0,black,black
5016,1,white,white
7764,1,white,white
620,0,black,black
2066,0,black,black
2973,0,black,black
2917,0,black,black
10403,0,white,white
5181,1,white,white
779,0,black,black
1719,0,black,black
10336,0,white,white
5410,1,white,white
8376,1,white,white
2051,0,black,black
10465,0,white,white
7806,1,white,white
5683,1,white,white
2858,0,black,black
6661,1,white,white
585,0,black,black
7084,1,white,white
1937,0,black,black
3459,0,black,black
6491,1,white,white
3815,0,black,black
10625,0,white,white
10182,0,white,white
5020,1,white,white
6612,1,white,white
1950,0,black,black
5925,1,white,white
7964,1,white,white
3820,0,black,black
10298,0,white,white
10388,0,white,white
5980,1,white,white
3136,0,black,black
2055,0,black,black
8041,1,white,white
6549,1,white,white
891,0,black,black
7364,1,white,white
3560,0,black,black
1451,0,black,black
621,0,black,black
2610,0,black,black
2565,0,black,black
3985,0,black,black
15,0,black,black
9608,1,white,white
2856,0,black,black
9157,1,white,white
7299,1,white,white
7120,1,white,white
9409,1,white,white
4462,1,black,black
4406,1,black,black
8917,1,white,white
4705,1,black,black
9248,1,white,white
3202,0,black,black
9748,1,white,white
8661,1,white,white
4854,1,white,white
2896,0,black,black
4624,1,black,black
7641,1,white,white
10175,0,white,white
1744,0,black,black
6425,1,white,white
10025,1,white,white
6086,1,white,white
6634,1,white,white
1407,0,black,black
6984,1,white,white
6760,1,white,white
9750,1,white,white
268,0,black,black
3805,0,black,black
1526,0,black,black
8651,1,white,white
6805,1,white,white
4397,1,black,black
3379,0,black,black
8910,1,white,white
2131,0,black,black
2272,0,black,black
8771,1,white,white
9419,1,white,white
7901,1,white,white
8420,1,white,white
9342,1,white,white
7574,1,white,white
2841,0,black,black
8990,1,white,white
236,0,black,black
3762,0,black,black
5696,1,white,white
7526,1,white,white
4234,0,black,black
3793,0,black,black
3443,0,black,black
10159,0,white,white
587,0,black,black
6704,1,white,white
5839,1,white,white
9159,1,white,white
905,0,black,black
9507,1,white,white
1221,0,black,black
2162,0,black,black
8215,1,white,white
2009,0,black,black
2708,0,black,black
2053,0,black,black
3009,0,black,black
10240,0,white,white
7240,1,white,white
8901,1,white,white
7847,1,white,white
10389,0,white,white
942,0,black,black
8286,1,white,white
2580,0,black,black
1396,0,black,black
8155,1,white,white
2865,0,black,black
7419,1,white,white
8253,1,white,white
7665,1,white,white
7195,1,white,white
7298,1,white,white
2665,0,black,black
5430,1,white,white
4670,1,black,black
7285,1,white,white
9641,1,white,white
6677,1,white,white
6323,1,white,white
7866,1,white,white
10278,0,white,white
4783,1,black,black
1158,0,black,black
2552,0,black,black
3649,0,black,black
10198,0,white,white
3324,0,black,black
6932,1,white,white
8472,1,white,white
1625,0,black,black
6781,1,white,white
7455,1,white,white
9335,1,white,white
5611,1,white,white
6051,1,white,white
9080,1,white,white
3085,0,black,black
4537,1,black,black
5576,1,white,white
1308,0,black,black
2392,0,black,black
637,0,black,black
8208,1,white,white
5296,1,white,white
7014,1,white,white
4965,1,white,white
6245,1,white,white
1891,0,black,black
5748,1,white,white
9422,1,white,white
7781,1,white,white
794,0,black,black
4871,1,white,white
7938,1,white,white
10206,0,white,white
2409,0,black,black
6866,1,white,white
2493,0,black,black
3325,0,black,black
10400,0,white,white
6970,1,white,white
10439,0,white,white
6013,1,white,white
5100,1,white,white
7642,1,white,white
7346,1,white,white
985,0,black,black
7510,1,white,white
6814,1,white,white
2570,0,black,black
3168,0,black,black
6411,1,white,white
1071,0,black,black
509,0,black,black
3678,0,black,black
6651,1,white,white
9811,1,white,white
66,0,black,black
6718,1,white,white
213,0,black,black
5819,1,white,white
10482,0,white,white
10279,0,white,white
6421,1,white,white
4418,1,black,black
10290,0,white,white
10438,0,white,white
3355,0,black,black
9051,1,white,white
8001,1,white,white
9311,1,white,white
9363,1,white,white
9436,1,white,white
5395,1,white,white
5619,1,white,white
4532,1,black,black
6469,1,white,white
6711,1,white,white
10620,0,white,white
9494,1,white,white
151,0,black,black
10540,0,white,white
5551,1,white,white
3854,0,black,black
3224,0,black,black
6553,1,white,white
3037,0,black,black
9406,1,white,white
4571,1,black,black
5592,1,white,white
2482,0,black,black
9845,1,white,white
10436,0,white,white
9893,1,white,white
3095,0,black,black
2454,0,black,black
2823,0,black,black
3333,0,black,black
9771,1,white,white
5974,1,white,white
2742,0,black,black
5462,1,white,white
6477,1,white,white
467,0,black,black
3804,0,black,black
3191,0,black,black
3998,0,black,black
9025,1,white,white
4484,1,black,black
4802,1,white,white
4699,1,black,black
7405,1,white,white
10606,0,white,white
8762,1,white,white
1437,0,black,black
7275,1,white,white
8485,1,white,white
10116,1,white,white
2028,0,black,black
2466,0,black,black
7580,1,white,white
2021,0,black,black
837,0,black,black
6936,1,white,white
332,0,black,black
10221,0,white,white
502,0,black,black
4501,1,black,black
8030,1,white,white
1032,0,black,black
1302,0,black,black
9489,1,white,white
4578,1,black,black
3543,0,black,black
4808,1,white,white
3536,0,black,black
9752,1,white,white
3449,0,black,black
9701,1,white,white
7377,1,white,white
5038,1,white,white
680,0,black,black
386,0,black,black
10333,0,white,white
6099,1,white,white
8151,1,white,white
4106,0,black,black
7780,1,white,white
4259,0,black,black
699,0,black,black
10515,0,white,white
3284,0,black,black
9362,1,white,white
8576,1,white,white
1528,0,black,black
9006,1,white,white
1156,0,black,black
5543,1,white,white
2061,0,black,black
10604,0,white,white
6229,1,white,white
10425,0,white,white
7249,1,white,white
8135,1,white,white
329,0,black,black
434,0,black,black
8934,1,white,white
9315,1,white,white
7412,1,white,white
5117,1,white,white
