class,tags
18,"['field', 'stair', 'grassy', 'pet', 'jump', 'writing', 'mouth', 'wear', 'gray', 'rocky', 'antler', 'open', 'photo', 'backyard', 'dog bed', 'sculpture', 'animal', 'fight', 'chase', 'figurine', 'park', 'shed', 'stool', 'yak', 'tree', 'canopy', 'white', 'pen', 'pink', 'hardwood floor', 'dog breed', 'fern', 'leash', 'walk', 'cape', 'trumpet', 'toy', 'sign', 'kiss', 'backdrop', 'lay', 'blanket', 'bulletin board', 'bench', 'contest', 'tent', 'miniature', 'lamb', 'cloth', 'pond', 'string', 'sleep', 'bed', 'girl', 'pot', 'dog collar', 'city', 'man', 'cat', 'stream', 'forest floor', 'sweatshirt', 'doll', 'cement', 'area', 'enclosure', 'creek', 'wash', 'shawl', 'strap', 'living room', 'calf', 'hedge', 'arena', 'bush', 'sheepdog', 'christmas', 'hillside', 'vest', 'hand', 'porch', 'fur', 'relax', 'award', 'umbrella', 'party hat', 'couple', 'water', 'plant', 'shirt', 'dirt track', 'shelter', 'arm', 'lap', 'teddy', 'crate', 'stuff', 'carpet', 'armchair', 'stone', 'vegetation', 'park bench', 'brown', 'paw', 'dirt field', 'daybed', 'city skyline', 'snow', 'hug', 'snowy', 'forest', 'patch', 'picnic table', 'beach', 'pillar', 'brush', 'trainer', 't shirt', 'yellow', 'hassock', 'doorway', 'grass', 'brick building', 'mat', 'neckband', 'sky', 'path', 'terrace', 'stand', 'puddle', 'wood floor', 'deck', 'dog house', 'cage', 'woman', 'boy', 'shake', 'boardwalk', 'greyhound', 'dress', 'child', 'catwalk', 'model', 'pad', 'sand', 'lush', 'tail', 'green', 'hang', 'ledge', 'goggles', 'couch', 'pose', 'bend', 'christmas tree', 'lion', 'business suit', 'Border collie', 'black', 'reindeer', 'judge', 'plaque', 'sit', 'basket', 'sweater', 'house exterior', 'play', 'catch', 'rail', 'officer', 'wrestle', 'run', 'dog', 'wood', 'sea', 'city view', 'statue', 'quilt', 'car window', 'floor', 'graze', 'blood', 'plaid', 'retriever', 'car', 'yard', 'christmas hat', 'tarp', 'pavement', 'head', 'stone building', 'red', 'stare', 'dollhouse', 'chair', 'person', 'fence', 'goat', 'spectator', 'stick', 'window', 'building', 'stretch', 'curl', 'family', 'CD', 'pillow', 'footstall']"
59,"['field', 'eye', 'dalmatian', 'screen door', 'river', 'rocking chair', 'grassy', 'pet', 'wildflower', 'shoreline', 'attach', 'spring', 'wood wall', 'mouth', 'wear', 'gray', 'rocky', 'computer chair', 'open', 'pointer', 'bib', 'drawer', 'dog bed', 'chase', 'animal', 'tool', 'mound', 'figurine', 'park', 'stool', 'kitchen floor', 'tree', 'canopy', 'white', 'pen', 'pink', 'hardwood floor', 'fern', 'back', 'leash', 'walk', 'toy', 'lay', 'peak', 'crown', 'blanket', 'table', 'swim', 'tent', 'squat', 'miniature', 'purple', 'cloth', 'bookshelf', 'life jacket', 'bed', 'sleep', 'string', 'girl', 'man', 'cat', 'gun', 'forest floor', 'dresser', 'laboratory', 'nose', 'area', 'creek', 'seat', 'lake', 'kitchen table', 'bin', 'hedge', 'balustrade', 'break', 'blue', 'bush', 'recycling bin', 'gravel', 'hillside', 'vest', 'hand', 'stump', 'porch', 'wet', 'relax', 'dirt track', 'tree trunk', 'party hat', 'shirt', 'water', 'gold', 'bean bag chair', 'room', 'shelter', 'tile', 'lap', 'tile wall', 'river bank', 'bedcover', 'carpet', 'armchair', 'stone', 'park bench', 'brown', 'out', 'paw', 'dirt field', 'remote', 'snow', 'hunt', 'pet shop', 'laundry basket', 'foot', 'forest', 'patch', 'beach', 'brush', 'tube', 'yellow', 'hassock', 'brick building', 'grass', 'boulder', 'construction worker', 'mat', 'comfort', 'lick', 'neckband', 'laundry', 'picture frame', 'sky', 'branch', 'path', 'dog house', 'stand', 'deck', 'wood floor', 'baseball glove', 'woman', 'cage', 'shake', 'boardwalk', 'greyhound', 'pad', 'sand', 'lawn', 'lush', 'tail', 'green', 'hang', 'pencil', 'driveway', 'goggles', 'couch', 'ledge', 'bureau', 'bend', 'flower bed', 'shovel', 'carry', 'dinning table', 'black', 'kite', 'log', 'safety vest', 'sit', 'basket', 'car seat', 'daisy', 'house exterior', 'rolling pin', 'catch', 'rail', 'can', 'run', 'dog', 'bottle', 'wood', 'sea', 'dot', 'rifle', 'shirtless', 'office chair', 'quilt', 'car window', 'floor', 'swivel chair', 'car', 'yard', 'flower', 'tarp', 'store', 'bite', 'pavement', 'head', 'red', 'stare', 'ball', 'weed', 'dry', 'chair', 'person', 'fence', 'daffodil', 'coast', 'labrador', 'cat bed', 'stick', 'window', 'hide', 'sun', 'curl', 'pillow']"
1,"['field', 'screen door', 'tulip', 'pet', 'grassy', 'guide', 'wood wall', 'mouth', 'wear', 'curb', 'garment', 'barber', 'chihuahua', 'open', 'toilet seat', 'ribbon', 'handkerchief', 'drawer', 'dog bed', 'animal', 'wagon', 'computer', 'shear', 'stool', 'kitchen floor', 'shoe', 'sun', 'curtain', 'tree', 'white', 'dandelion', 'pink', 'straw', 'hardwood floor', 'dog breed', 'back', 'leash', 'tablecloth', 'walk', 'toy', 'bow tie', 'backdrop', 'lay', 'crown', 'blanket', 'table', 'headscarf', 'face', 'cloth', 'bookshelf', 'bed', 'computer desk', 'girl', 'pot', 'man', 'cat', 'dresser', 'nose', 'garden', 'kitchen table', 'hedge', 'balustrade', 'blue', 'gravel', 'tiara', 'sandal', 'hand', 'stump', 'groom', 'fur', 'relax', 'porch', 'couple', 'shirt', 'plant', 'toilet paper', 'room', 'cork', 'footrest', 'lap', 'teddy', 'tile wall', 'stuff', 'carpet', 'armchair', 'stone', 'brown', 'window box', 'paw', 'chandelier', 'foot', 'ramp', 'patch', 'picnic table', 'yellow', 'bow', 'hassock', 'doorway', 'grass', 'boulder', 'mat', 'neckband', 'lick', 'picture frame', 'bookcase', 'stand', 'wood floor', 'woman', 'cage', 'hardwood', 'dress', 'pad', 'roll', 'sand', 'lawn', 'lush', 'tail', 'green', 'ledge', 'hay', 'couch', 'bureau', 'pose', 'folding chair', 'flower bed', 'frisbee', 'dinning table', 'cat tree', 'Border collie', 'black', 'slipper', 'judge', 'sit', 'basket', 'play', 'rolling pin', 'catch', 'rail', 'comb', 'dog', 'curl', 'ceiling', 'flower box', 'floor', 'plaid', 'yard', 'tie', 'flower', 'head', 'red', 'stare', 'chair', 'person', 'hair', 'daffodil', 'fence', 'smile', 'cat bed', 'hide', 'bush', 'twig', 'CD', 'pillow', 'footstall']"
56,"['field', 'eye', 'stair', 'barn door', 'grassy', 'pet', 'wildflower', 'ballet skirt', 'writing', 'attach', 'swamp', 'mouth', 'wear', 'open', 'swimwear', 'dog bed', 'animal', 'chase', 'fight', 'computer', 'park', 'shed', 'stool', 'kitchen floor', 'shoe', 'sunglasses', 'tree', 'white', 'pink', 'hardwood floor', 'dog breed', 'leash', 'walk', 'toy', 'sign', 'kiss', 'lay', 'keyboard', 'cone', 'blanket', 'table', 'bench', 'plank', 'swim', 'wrapping paper', 'face', 'string', 'sleep', 'bed', 'computer desk', 'girl', 'pot', 'candy cane', 'man', 'cat', 'forest floor', 'cement', 'doll', 'laboratory', 'nose', 'area', 'enclosure', 'creek', 'wash', 'living room', 'lake', 'kitchen table', 'barrel', 'blue', 'gravel', 'christmas', 'swimming pool', 'sandal', 'hand', 'winery', 'wet', 'porch', 'relax', 'fur', 'party hat', 'couple', 'water', 'sun hat', 'room', 'pool', 'chain', 'tile', 'feather', 'gym', 'lap', 'wall lamp', 'teddy', 'tile wall', 'stuff', 'carpet', 'armchair', 'stone', 'park bench', 'brown', 'paw', 'dirt field', 'reel', 'daybed', 'snow', 'snowy', 'wound', 'tree branch', 'hug', 'forest', 'patch', 'picnic table', 'beach', 'pillar', 'brush', 'yellow', 'bow', 'hassock', 'lamp', 'grass', 'tube', 'doorway', 'mat', 'neckband', 'lick', 'sky', 'branch', 'dog house', 'stand', 'deck', 'headdress', 'puddle', 'wood floor', 'cage', 'boy', 'woman', 'mark', 'dress', 'lab coat', 'tennis', 'pad', 'reed', 'sand', 'lawn', 'lush', 'tail', 'golden retriever', 'closet', 'green', 'hang', 'ledge', 'goggles', 'couch', 'sleigh', 'smell', 'pose', 'hat', 'mud', 'christmas tree', 'war', 'bend', 'stethoscope', 'door', 'carry', 'khaki', 'concrete', 'black', 'slipper', 'judge', 'log', 'sit', 'basket', 'gift', 'house exterior', 'play', 'catch', 'wrestle', 'hall', 'run', 'tan', 'dog', 'bottle', 'wood', 'sea', 'shirtless', 'rope', 'outhouse', 'floor', 'blood', 'retriever', 'yard', 'flower', 'pavement', 'head', 'bite', 'red', 'stare', 'footprint', 'ball', 'road', 'chair', 'close-up', 'fence', 'person', 'hair', 'smile', 'labrador', 'cat bed', 'stick', 'window', 'sunset', 'hide', 'sun', 'wall', 'pillow']"
46,"['field', 'stair', 'river', 'screen door', 'grassy', 'pet', 'poodle', 'bone', 'hill', 'mouth', 'wear', 'gray', 'open', 'pointer', 'dog bed', 'animal', 'key', 'stool', 'kitchen floor', 'pine forest', 'tree', 'track', 'white', 'canopy', 'pink', 'hardwood floor', 'dog breed', 'leash', 'walk', 'toy', 'lay', 'cone', 'blanket', 'bulletin board', 'bench', 'snowball', 'balance', 'squat', 'miniature', 'lamb', 'cloth', 'pond', 'bed', 'string', 'dog collar', 'man', 'stream', 'radiator', 'seesaw', 'cement', 'doll', 'laboratory', 'nose', 'area', 'enclosure', 'creek', 'beagle', 'lake', 'kitchen table', 'barrel', 'hedge', 'balustrade', 'obstacle course', 'blue', 'christmas', 'hillside', 'wet', 'trail', 'porch', 'schnauzer', 'relax', 'wine glass', 'shirt', 'water', 'plant', 'chain', 'pine', 'tile', 'lap', 'teddy', 'crate', 'stuff', 'bedcover', 'carpet', 'armchair', 'stone', 'vegetation', 'park bench', 'brown', 'out', 'paw', 'dirt field', 'snow', 'banana tree', 'snowy', 'ramp', 'forest', 'picnic table', 'dirt road', 'beach', 'pillar', 'brush', 'tube', 'doorway', 'grass', 'mat', 'neckband', 'sky', 'picture frame', 'path', 'dog house', 'stand', 'deck', 'wood floor', 'woman', 'cage', 'boy', 'boardwalk', 'train track', 'child', 'sand', 'lawn', 'trench', 'lush', 'tail', 'green', 'hang', 'ledge', 'medal', 'couch', 'pose', 'folding chair', 'hat', 'mud', 'bend', 'door', 'window sill', 'carry', 'land', 'black', 'log', 'sit', 'mall', 'house exterior', 'play', 'catch', 'rail', 'run', 'dog', 'corn field', 'wood', 'railroad', 'sea', 'floor', 'plaid', 'car', 'yard', 'christmas hat', 'store', 'head', 'pavement', 'bite', 'red', 'stare', 'leaf', 'ball', 'weed', 'evergreen', 'dry', 'chair', 'person', 'fence', 'container', 'bath', 'storefront', 'stick', 'window', 'hide', 'bird cage', 'bush', 'twig', 'pillow']"
110,"['field', 'eye', 'grassy', 'pet', 'shoreline', 'jump', 'attach', 'wear', 'mouth', 'rocky', 'chihuahua', 'open', 'toilet seat', 'chase', 'animal', 'park', 'paper', 'stool', 'kitchen floor', 'shoe', 'curtain', 'tree', 'white', 'dandelion', 'bundle', 'hardwood floor', 'package', 'dog breed', 'shore', 'leash', 'walk', 'tub', 'toy', 'box', 'backdrop', 'lay', 'blanket', 'table', 'plank', 'face', 'boot', 'shelf', 'bed', 'string', 'man', 'cement', 'dresser', 'nose', 'beagle', 'living room', 'strap', 'lake', 'kitchen table', 'barrel', 'bill', 'blue', 'gravel', 'hillside', 'money', 'hand', 'stump', 'relax', 'tree trunk', 'shirt', 'water', 'bunk bed', 'arm', 'lap', 'home appliance', 'bedcover', 'carpet', 'armchair', 'stone', 'brown', 'paw', 'dirt field', 'remote', 'foot', 'forest', 'patch', 'beach', 'brush', 'yellow', 'doorway', 'grass', 'boulder', 'mat', 'neckband', 'lick', 'path', 'dog house', 'stand', 'deck', 'wood floor', 'woman', 'cage', 'boardwalk', 'cash', 'television', 'pad', 'muzzle', 'lush', 'tail', 'sleeping bag', 'green', 'ledge', 'couch', 'plastic', 'bulldog', 'boxer', 'concrete', 'black', 'judge', 'sit', 'French bulldog', 'play', 'catch', 'shepherd', 'run', 'tan', 'dog', 'wood', 'football field', 'sea', 'office chair', 'car window', 'floor', 'car', 'yard', 'stack', 'bathroom sink', 'flower', 'pavement', 'head', 'red', 'stare', 'chair', 'close-up', 'person', 'fence', 'stick', 'dollar', 'pug', 'pillow']"
92,"['field', 'eye', 'stair', 'screen door', 'grassy', 'pet', 'wood wall', 'mouth', 'wear', 'gray', 'open', 'dog bed', 'animal', 'park', 'stool', 'kitchen floor', 'tree', 'white', 'hardwood floor', 'dog breed', 'back', 'cooler', 'leash', 'walk', 'toy', 'lay', 'campsite', 'blanket', 'table', 'bench', 'headscarf', 'face', 'polo shirt', 'check', 'clipper', 'food', 'bed', 'sleep', 'string', 'computer desk', 'girl', 'dog collar', 'man', 'doll', 'laboratory', 'nose', 'creek', 'living room', 'plectrum', 'lake', 'kitchen table', 'blue', 'pole', 'gravel', 'sheepdog', 'sandal', 'hand', 'porch', 'trail', 'relax', 'wet', 'german shepherd', 'couple', 'pick up', 'shirt', 'water', 'toilet paper', 'room', 'sun hat', 'bunk bed', 'arm', 'lap', 'teddy', 'baby carriage', 'tile wall', 'stuff', 'bedcover', 'carpet', 'armchair', 'stone', 'park bench', 'brown', 'out', 'paw', 'daybed', 'snow', 'hug', 'foot', 'forest', 'patch', 'picnic table', 'beach', 'pillar', 'trainer', 'recreational vehicle', 'yellow', 'hassock', 'doorway', 'grass', 'mat', 'comfort', 'neckband', 'lick', 'sky', 'mess', 'path', 'dog house', 'stand', 'pitbull', 'wood floor', 'woman', 'hardwood', 'dress', 'pad', 'muzzle', 'sand', 'lawn', 'lush', 'closet', 'green', 'hang', 'ledge', 'couch', 'camper', 'bureau', 'pose', 'hat', 'bulldog', 'folding chair', 'stethoscope', 'window sill', 'boxer', 'dinning table', 'concrete', 'black', 'fireplace', 'judge', 'log', 'sit', 'car seat', 'play', 'catch', 'rail', 'shepherd', 'tan', 'dog', 'wood', 'sea', 'car window', 'floor', 'car', 'doormat', 'yard', 'head', 'pavement', 'red', 'stare', 'ladder', 'truck', 'chair', 'close-up', 'person', 'fence', 'smile', 'fire', 'labrador', 'stick', 'pug', 'window', 'building', 'curl', 'pillow']"
50,"['field', 'floor mat', 'screen door', 'sprinkler', 'stair', 'glass door', 'grassy', 'pet', 'mouth', 'wear', 'gray', 'rocky', 'open', 'backyard', 'drawer', 'sculpture', 'dog bed', 'animal', 'chase', 'washer', 'park', 'shed', 'stool', 'kitchen floor', 'white', 'bunny', 'hardwood floor', 'shore', 'back', 'leash', 'walk', 'toy', 'backdrop', 'lay', 'rain', 'blanket', 'table', 'bulletin board', 'laundromat', 'spire', 'cloth', 'food', 'bookshelf', 'subway', 'bed', 'sleep', 'counter top', 'doll', 'cement', 'dresser', 'signature', 'sweatshirt', 'cardigan', 'ear', 'garden', 'beagle', 'living room', 'barrier', 'strap', 'seat', 'lake', 'kitchen table', 'tape', 'boat', 'blue', 'gravel', 'bookstore', 'sandal', 'wet', 'fur', 'relax', 'dirt track', 'trail', 'couple', 'shirt', 'plant', 'water', 'room', 'lap', 'teddy', 'tile wall', 'subway station', 'stuff', 'bedcover', 'carpet', 'armchair', 'sheet', 'stone', 'brown', 'out', 'paw', 'reflection', 'hug', 'pillar', 'picnic table', 'barbecue grill', 'beach', 'dirt road', 'yellow', 'grill', 'doorway', 'grass', 'mat', 'comfort', 'yoga mat', 'hallway', 'neckband', 'lick', 'laundry', 'robe', 'path', 'bookcase', 'stand', 'bronze statue', 'wood floor', 'puddle', 'woman', 'kitchen counter', 'shake', 'dress', 'pad', 'sand', 'lawn', 'fountain', 'lush', 'tail', 'green', 'hang', 'ledge', 'couch', 'bureau', 'mud', 'flower bed', 'door', 'measuring tape', 'graveyard', 'chest', 'concrete', 'black', 'judge', 'sit', 'duffel', 'grave', 'sweater', 'car seat', 'bag', 'house exterior', 'play', 'catch', 'slide', 'wrestle', 'run', 'tan', 'dog', 'bottle', 'wood', 'sea', 'statue', 'car window', 'floor', 'easter bunny', 'doormat', 'car', 'yard', 'book', 'bathrobe', 'flower', 'tarp', 'library', 'pavement', 'red', 'stare', 'ball', 'weed', 'road', 'mulch', 'chair', 'person', 'hair', 'fence', 'wrap', 'gravestone', 'stick', 'pug', 'building', 'bush', 'curl', 'pillow']"
101,"['field', 'screen door', 'rocking chair', 'grassy', 'pet', 'poodle', 'wildflower', 'jump', 'bone', 'drink', 'beer bottle', 'wear', 'mouth', 'computer chair', 'chihuahua', 'drawer', 'dog bed', 'chase', 'animal', 'fight', 'computer', 'park', 'paper', 'stool', 'kitchen floor', 'shoe', 'corgi', 'curtain', 'tree', 'canopy', 'white', 'pink', 'hardwood floor', 'dog breed', 'cooler', 'leash', 'walk', 'tablecloth', 'toy', 'stretch', 'lay', 'hospital bed', 'blanket', 'table', 'bench', 'computer screen', 'contest', 'boot', 'bandage', 'squat', 'purple', 'food', 'cloth', 'dock', 'shopping basket', 'pond', 'bark', 'street corner', 'bed', 'string', 'computer desk', 'girl', 'pot', 'man', 'cat', 'radiator', 'doll', 'dresser', 'cement', 'nose', 'enclosure', 'creek', 'desktop', 'garden', 'beagle', 'living room', 'office supply', 'lake', 'bin', 'tape', 'printer', 'boat', 'blue', 'pole', 'sandal', 'hand', 'trail', 'porch', 'relax', 'dirt track', 'tree trunk', 'couple', 'shirt', 'plant', 'water', 'room', 'forest path', 'lap', 'teddy', 'crate', 'stuff', 'bedcover', 'carpet', 'armchair', 'bowl', 'sheet', 'park bench', 'brown', 'out', 'paw', 'dirt field', 'remote', 'daybed', 'snow', 'laundry basket', 'foot', 'ramp', 'forest', 'patch', 'dirt road', 'beach', 'brush', 'roller skate', 'trainer', 'soda', 'yellow', 'hassock', 'doorway', 'grass', 'eat', 'mat', 'comfort', 'yoga mat', 'neckband', 'lick', 'laundry', 'cross', 'path', 'dog house', 'stand', 'deck', 'puddle', 'tray', 'wood floor', 'woman', 'kitchen counter', 'cage', 'shake', 'boardwalk', 'office', 'pad', 'sand', 'lush', 'tail', 'green', 'hang', 'ledge', 'goggles', 'couch', 'smell', 'plastic', 'bureau', 'pose', 'bend', 'door', 'window sill', 'desktop computer', 'boxer', 'concrete', 'black', 'judge', 'sit', 'ski pole', 'basket', 'sweater', 'play', 'catch', 'rail', 'wrestle', 'can', 'run', 'tan', 'dog', 'bottle', 'wood', 'hamper', 'office chair', 'rope', 'floor', 'car', 'yard', 'garbage', 'flower', 'tarp', 'bite', 'pavement', 'control', 'red', 'stare', 'footprint', 'head', 'weed', 'ball', 'road', 'chair', 'person', 'fence', 'container', 'shadow', 'hose', 'cat bed', 'window', 'beer', 'hide', 'alcohol', 'sun', 'curl', 'pillow']"
21,"['field', 'eye', 'dalmatian', 'stair', 'river', 'rocking chair', 'grassy', 'pet', 'tulip', 'shoreline', 'jump', 'mouth', 'wear', 'rocky', 'gray', 'chihuahua', 'ribbon', 'backyard', 'drawer', 'dog bed', 'chase', 'fight', 'mound', 'stool', 'shoe', 'wall', 'tree', 'canopy', 'white', 'pink', 'hardwood floor', 'leash', 'walk', 'toy', 'lay', 'hammock', 'blanket', 'headscarf', 'contest', 'bedroom', 'squat', 'cloth', 'dock', 'bookshelf', 'bed', 'sleep', 'girl', 'dog collar', 'man', 'cat', 'sweatshirt', 'dresser', 'nose', 'area', 'enclosure', 'creek', 'radio', 'beagle', 'living room', 'lake', 'barrel', 'blue', 'hillside', 'stump', 'trail', 'jacket', 'relax', 'award', 'tree trunk', 'dirt track', 'couple', 'water', 'sun hat', 'hole', 'ruins', 'arm', 'lap', 'electronic', 'baby carriage', 'crate', 'raft', 'carpet', 'armchair', 'bedcover', 'sheet', 'stone', 'vegetation', 'park bench', 'brown', 'paw', 'dirt field', 'daybed', 'snow', 'snowy', 'foot', 'ramp', 'forest', 'patch', 'dirt road', 'beach', 'receive', 'picnic table', 'brush', 'trainer', 'recreational vehicle', 'yellow', 'hassock', 'doorway', 'grass', 'comfort', 'neckband', 'lick', 'grassland', 'sky', 'path', 'dog house', 'stand', 'puddle', 'wood floor', 'deck', 'woman', 'boy', 'cage', 'boardwalk', 'greyhound', 'child', 'pad', 'savanna', 'roll', 'sand', 'lawn', 'lush', 'tail', 'green', 'hang', 'ledge', 'goggles', 'couch', 'camper', 'seaweed', 'pose', 'folding chair', 'bureau', 'bend', 'mud', 'land', 'boxer', 'frisbee', 'algae', 'black', 'judge', 'log', 'plain', 'sit', 'basket', 'sweater', 'play', 'throw', 'catch', 'rail', 'wrestle', 'run', 'tan', 'dog', 'night', 'wood', 'sea', 'floor', 'yard', 'pavement', 'red', 'stare', 'weed', 'road', 'dry', 'chair', 'person', 'container', 'fence', 'fall', 'coast', 'pug', 'stretch', 'curl', 'CD', 'pillow', 'footstall']"
62,"['field', 'eye', 'stair', 'river', 'board', 'grassy', 'pet', 'hill', 'mouth', 'wear', 'trophy', 'curb', 'open', 'pointer', 'tennis racket', 'ribbon', 'backyard', 'drawer', 'dog bed', 'animal', 'chase', 'park', 'stool', 'kitchen floor', 'sun', 'tree', 'dandelion', 'podium', 'straw', 'hardwood floor', 'dog breed', 'leash', 'walk', 'street sign', 'toy', 'lay', 'hospital bed', 'blanket', 'swim', 'balance', 'contest', 'face', 'spire', 'pond', 'trio', 'bed', 'sleep', 'porch', 'girl', 'man', 'dresser', 'cement', 'nose', 'area', 'enclosure', 'rural', 'cathedral', 'beagle', 'living room', 'barrel', 'balustrade', 'blue', 'break', 'cloudy', 'pole', 'christmas', 'hillside', 'gothic', 'swimming pool', 'hand', 'stump', 'wet', 'fur', 'relax', 'dirt track', 'award', 'tree trunk', 'water lily', 'water', 'trail', 'party hat', 'pool', 'chain', 'pine', 'shelter', 'tile', 'lap', 'baby carriage', 'stuff', 'bedcover', 'carpet', 'armchair', 'raft', 'stone', 'paddle', 'park bench', 'brown', 'paw', 'dirt field', 'snow', 'hug', 'snowy', 'ramp', 'forest', 'picnic table', 'dirt road', 'receive', 'patch', 'brush', 'trainer', 'twig', 'yellow', 'hassock', 'doorway', 'grass', 'brick building', 'surfboard', 'mat', 'comfort', 'neckband', 'lick', 'sky', 'path', 'branch', 'dog house', 'stand', 'den', 'deck', 'wood floor', 'woman', 'boy', 'dachshund', 'tennis', 'pad', 'lawn', 'lush', 'tail', 'golden retriever', 'green', 'cocker', 'hang', 'ledge', 'hay', 'couch', 'goggles', 'pose', 'bureau', 'hat', 'mud', 'church', 'carry', 'concrete', 'black', 'judge', 'plaque', 'log', 'sit', 'house exterior', 'play', 'catch', 'rail', 'run', 'dog', 'wood', 'shirtless', 'floor', 'retriever', 'yard', 'crowd', 'christmas hat', 'flower', 'pavement', 'head', 'red', 'stare', 'ball', 'weed', 'road', 'chair', 'person', 'fence', 'hair', 'container', 'shadow', 'smile', 'cat bed', 'spectator', 'stick', 'building', 'hide', 'bush', 'curl', 'pillow', 'footstall']"
60,"['field', 'eye', 'screen door', 'glass door', 'grassy', 'pet', 'motorboat', 'jump', 'bone', 'hill', 'attach', 'balloon', 'mouth', 'dish washer', 'wear', 'gray', 'rocky', 'pointer', 'open', 'bib', 'backyard', 'dog bed', 'animal', 'chase', 'computer', 'park', 'stool', 'kitchen floor', 'sunglasses', 'curtain', 'tree', 'white', 'pink', 'rowboat', 'hardwood floor', 'back', 'leash', 'walk', 'cape', 'tub', 'toy', 'lay', 'canoe', 'blanket', 'table', 'kayak', 'bandage', 'feeding chair', 'squat', 'purple', 'cloth', 'bookshelf', 'beach chair', 'life jacket', 'bed', 'sleep', 'string', 'computer desk', 'bar stool', 'terrain', 'man', 'cat', 'radiator', 'cigarette', 'cement', 'sweatshirt', 'calm', 'nose', 'ear', 'area', 'rural', 'creek', 'office supply', 'seat', 'barrier', 'living room', 'lake', 'obstacle course', 'boat', 'blue', 'trench coat', 'bush', 'break', 'gravel', 'hillside', 'raincoat', 'vest', 'flood', 'toothpaste', 'porch', 'relax', 'dirt track', 'party hat', 'tree trunk', 'couple', 'water', 'shirt', 'wine glass', 'room', 'birthday', 'pool', 'kitchen', 'arm', 'lap', 'home appliance', 'tire', 'crate', 'stuff', 'raft', 'carpet', 'armchair', 'bedcover', 'towel', 'champagne flute', 'stone', 'paddle', 'brown', 'out', 'paw', 'frosty', 'dirt field', 'remote', 'snow', 'daybed', 'bird', 'snowy', 'hug', 'laundry basket', 'foot', 'pillar', 'forest', 'dirt road', 'patch', 'picnic table', 'brush', 'yellow', 'tube', 'hassock', 'doorway', 'grass', 'brick building', 'mat', 'vessel', 'comfort', 'neckband', 'lick', 'robe', 'path', 'branch', 'dog house', 'stand', 'deck', 'wood floor', 'puddle', 'woman', 'cage', 'boy', 'shake', 'kitchen counter', 'office', 'hardwood', 'dachshund', 'dress', 'lab coat', 'child', 'pad', 'lawn', 'lush', 'tail', 'green', 'hang', 'ledge', 'goggles', 'couch', 'hay', 'float', 'folding chair', 'hat', 'flower bed', 'carry', 'land', 'frisbee', 'black', 'log', 'safety vest', 'sit', 'basket', 'cabinet', 'car seat', 'daisy', 'play', 'splash', 'catch', 'wrestle', 'knot', 'pigeon', 'baby', 'run', 'laptop', 'dog', 'wood', 'sea', 'office chair', 'rope', 'car window', 'floor', 'car', 'yard', 'flower', 'head', 'pavement', 'red', 'stare', 'ball', 'evergreen', 'road', 'weed', 'chair', 'close-up', 'person', 'fence', 'champagne', 'plow', 'bath', 'wrap', 'infant bed', 'smile', 'cat bed', 'stick', 'window', 'building', 'hide', 'stretch', 'curl', 'CD', 'pillow']"
107,"['field', 'stair', 'screen door', 'grassy', 'pet', 'bone', 'mouth', 'wear', 'pastry', 'chihuahua', 'toilet seat', 'drawer', 'dog bed', 'animal', 'chase', 'paper', 'stool', 'kitchen floor', 'corgi', 'curtain', 'tree', 'canopy', 'white', 'dandelion', 'pink', 'hardwood floor', 'dog breed', 'back', 'leash', 'walk', 'street sign', 'selfie', 'toy', 'box', 'sign', 'bow tie', 'lay', 'blanket', 'table', 'blade', 'purple', 'food', 'bookshelf', 'pond', 'beach chair', 'bed', 'sleep', 'spray', 'girl', 'pot', 'counter top', 'man', 'forest floor', 'doll', 'dresser', 'nose', 'area', 'creek', 'seat', 'kitchen table', 'bin', 'balustrade', 'rhododendron', 'blue', 'trench coat', 'pole', 'christmas', 'vest', 'toilet bowl', 'sandal', 'hand', 'stump', 'porch', 'jacket', 'fur', 'relax', 'tree trunk', 'shirt', 'water', 'plant', 'toilet paper', 'couple', 'room', 'house', 'pine', 'arm', 'lap', 'teddy', 'stuff', 'bedcover', 'carpet', 'armchair', 'siding', 'stone', 'vegetation', 'brown', 'out', 'paw', 'dirt field', 'snow', 'milk', 'hug', 'foot', 'forest', 'patch', 'beach', 'brush', 'bird feeder', 'yellow', 'hassock', 'doorway', 'grass', 'lamp', 'eat', 'mat', 'comfort', 'neckband', 'greenery', 'sky', 'icing', 'bookcase', 'stand', 'puddle', 'wood floor', 'deck', 'woman', 'kitchen counter', 'bathroom', 'dress', 'paper towel', 'pad', 'sand', 'lawn', 'lush', 'tail', 'green', 'beach house', 'pomeranian', 'ledge', 'hang', 'couch', 'seaweed', 'bureau', 'pose', 'christmas tree', 'door', 'window sill', 'khaki', 'concrete', 'brunette', 'black', 'log', 'sit', 'basket', 'cabinet', 'car seat', 'house exterior', 'play', 'catch', 'rail', 'coat', 'shampoo', 'can', 'run', 'tan', 'dog', 'bottle', 'wood', 'curl', 'cupcake', 'sea', 'quilt', 'floor', 'swivel chair', 'car', 'book', 'yard', 'flower', 'bite', 'pavement', 'red', 'stare', 'ball', 'mulch', 'weed', 'evergreen', 'chair', 'person', 'treat', 'smile', 'sleepwear', 'cat bed', 'stick', 'husky', 'window', 'hide', 'bush', 'twig', 'tomato sauce', 'pillow']"
